client_number,first_name,last_name,email,mobile_number,date_of_birth,gender,province,city,signup_date,event_type,event_date,account_number,product_type,account_status,credit_limit,loan_amount,account_balance,channel,interaction_type,resolved_flag,transaction_type,amount
CL00895,Priya,Abrahams,priya.abrahams47@outlook.com,0678731003,1954-02-06,M,Western Cape,Stellenbosch,2023-10-05,Product Enrollment,2024-09-11,AC001178,Credit Card,Active,15000,,12726.62,,,,,
CL00903,Sipho,Mabaso,sipho.mabaso99@outlook.com,0769665368,1952-05-31,F,Eastern Cape,East London,2024-03-28,CRM Interaction,2024-09-11,,,,,,,Branch,Complaint,Y,,
CL00964,Musa,Khumalo,musa.khumalo50@webmail.co.za,,1968-01-30,F,North West,Mahikeng,2022-12-24,Transaction,2024-09-11,AC001288,Savings,,,,,POS,,,POS Purchase,-1624.92
CL00966,Riaan,Mahlangu,riaan.mahlangu92@yahoo.com,079 709 7090,1959-12-10,M,Limpopo,Tzaneen,2023-02-26,Transaction,2024-09-11,AC001291,Personal Loan,,,,,Mobile App,,,EFT Payment,4619.88
CL01010,Karabo,Van der Merwe,karabo.van der merwe1@webmail.co.za,0631898215,1950-10-19,M,Gauteng,Johannesburg,2022-01-23,Transaction,2024-09-11,AC001352,Personal Loan,,,,,ATM,,,Withdrawal,-3606.72
CL01074,Sam,Govender,sam.govender77@webmail.co.za,0621142436,1969-10-27,M,Eastern Cape,East London,2022-12-04,Transaction,2024-09-11,AC001435,Personal Loan,,,,,Online Banking,,,EFT Payment,487.72
CL01340,Zanele,Mabaso,zanele.mabaso16@gmail.com,0733305951,1963-02-26,F,Eastern Cape,Gqeberha,2024-06-07,CRM Interaction,2024-09-11,,,,,,,WhatsApp,Query,Y,,
CL01467,Karabo,Naidoo,karabo.naidoo70@webmail.co.za,073-251-5780,2003-07-03,F,Limpopo,Polokwane,2022-01-15,CRM Interaction,2024-09-11,,,,,,,Branch,Product Application,N,,
CL00031,Precious,Govender,precious.govender1@webmail.co.za,27806406444,2003-03-22,M,Mpumalanga,Mbombela,2024-04-11,Transaction,2024-09-12,AC000039,Personal Loan,,,,,Branch,,,Withdrawal,-4781.09
CL00105,David,Mabaso, david.mabaso78@yahoo.com ,+27712721170,1993-02-12,M,Free State,Welkom,2022-11-28,Transaction,2024-09-12,AC000130,Personal Loan,,,,,Online Banking,,,EFT Payment,2070.43
CL00135,Marike,Naidoo,marike.naidoo53@telkomsa.net,0832044906,1976-02-22,F,Western Cape,Paarl,2024-04-25,CRM Interaction,2024-09-12,,,,,,,WhatsApp,Query,Y,,
CL00337,Riaan,Naidoo,RIAAN.NAIDOO29@WEBMAIL.CO.ZA,+27795561139,1983-06-01,F,Mpumalanga,Witbank,2024-03-09,Transaction,2024-09-12,AC000434,Credit Card,,,,,EFT,,,Fee,-3572.42
CL00435,Bongani,Abrahams,bongani.abrahams1@telkomsa.net,+27637071696,2004-04-07,M,North West,Rustenburg,2023-09-09,Transaction,2024-09-12,AC000576,Savings,,,,,ATM,,,Deposit,6798.79
CL00501,Zanele,Mokoena,zanele.mokoena95@yahoo.com,069-433-3024,2001-04-16,M,Northern Cape,Kimberley,2023-10-17,Product Enrollment,2024-09-12,AC000664,Savings,Active,,,67066.29,,,,,
CL00540,Sipho,Nkosi,sipho.nkosi65@gmail.com,0766947075,1969-08-26,M,Northern Cape,Upington,2023-09-15,Transaction,2024-09-12,AC000716,Personal Loan,,,,,EFT,,,Debit Order,-1545.15
CL00641,Lerato,Van der Merwe, lerato.van der merwe85@gmail.com ,0699960751,1980-08-13,,Gauteng,Sandton,2022-12-18,Transaction,2024-09-12,AC000849,Personal Loan,,,,,POS,,,POS Purchase,-6537.79
CL00780,Wian,Khumalo,WIAN.KHUMALO93@YAHOO.COM,+27848612879,1975-05-11,M,Northern Cape,Kimberley,2023-03-08,Product Enrollment,2024-09-12,AC001028,Savings,Active,,,3572.28,,,,,
CL00860,Vusi,Mokoena,vusi.mokoena89@yahoo.com,27655780038,1999-06-09,M,Western Cape,George,2024-06-13,CRM Interaction,2024-09-12,,,,,,,Call,Fraud Report,Y,,
CL00908,Ilse,Khumalo,ilse.khumalo40@outlook.com,0701477784,1957-10-24,M,KwaZulu Natal,Pietermaritzburg,2022-03-03,Transaction,2024-09-12,AC001194,Credit Card,,,,,ATM,,,Withdrawal,-5335.48
CL00987,Riaan,De Villiers,riaan.de villiers22@gmail.com,0707765272,1976-02-14,M,Free State,Welkom,2023-01-25,Product Enrollment,2024-09-12,AC001328,Credit Card,Closed,20000,,374.84,,,,,
CL01113,Ruan,Sithole,sipho.abrahams78@telkomsa.net,077 989 0570,1998-11-18,U,Western Cape,Cape Town,2022-08-08,Transaction,2024-09-12,AC001488,Credit Card,,,,,ATM,,,Withdrawal,-1696.02
CL01345,Sam,Petersen,sam.petersen73@outlook.com,+27839435412,1965-11-19,F,Free State,Welkom,2023-05-07,Transaction,2024-09-12,AC001786,Personal Loan,,,,,Branch,,,Deposit,1115.49
CL01367,Ashwin,De Villiers,ashwin.de villiers81@gmail.com,062 230 0119,1976-07-26,F,Western Cape,George,2022-05-29,CRM Interaction,2024-09-12,,,,,,,Call,Query,N,,
CL01372,Andile,Abrahams,andile.abrahams82@yahoo.com,0826180257,2006-03-15,M,Northern Cape,Upington,2023-12-23,CRM Interaction,2024-09-12,,,,,,,Email,Product Application,N,,
CL01463,Farhaan,Kruger,farhaan.kruger86@webmail.co.za,,1989-09-08,,Limpopo,Polokwane,2022-01-25,Transaction,2024-09-12,AC001947,Credit Card,,,,,Branch,,,Withdrawal,-1494.48
CL00031,Precious,Govender,precious.govender1@webmail.co.za,27806406444,2003-03-22,M,Mpumalanga,Mbombela,2024-04-11,Transaction,2024-09-13,AC000039,Personal Loan,,,,,Branch,,,Withdrawal,-1493.71
CL00077,Lindiwe,Mabaso,lindiwe.mabaso84@gmail.com,0681548888,2000-09-09,M,Limpopo,Tzaneen,2022-11-13,Transaction,2024-09-13,AC000095,Credit Card,,,,,ATM,,,Deposit,7177.14
CL00127,Nadia,Fourie,nadia.fourie60@gmail.com,0697444964,1981-03-29,M,Mpumalanga,Mbombela,2022-08-06,Transaction,2024-09-13,AC000164,Savings,,,,,Mobile App,,,EFT Payment,5143.05
CL00165,Priya,Nkosi,priya.nkosi31@yahoo.com,+27722325722,1964-01-31,F,Northern Cape,Upington,2022-07-17,Transaction,2024-09-13,AC000218,Credit Card,,,,,EFT,,,Debit Order,-1138.59
CL00246,Lerato,Mabaso,lerato.mabaso82@gmail.com,+27743979359,1965-11-11,F,Western Cape,George,2024-08-08,CRM Interaction,2024-09-13,,,,,,,Branch,Product Application,N,,
CL00335,Grace,Kruger,grace.kruger57@webmail.co.za,0609779789,1979-02-23,M,Mpumalanga,Witbank,2023-04-11,Transaction,2024-09-13,AC000429,Credit Card,,,,,EFT,,,Debit Order,-6005.28
CL00358,Farhaan,Dlamini,farhaan.dlamini30@telkomsa.net,27616113416,1986-12-18,F,Limpopo,Tzaneen,2022-09-04,Transaction,2024-09-13,AC000464,Personal Loan,,,,,POS,,,POS Purchase,-5074.41
CL00518,Michelle,Kruger,michelle.kruger83@yahoo.com,27625877187,1951-08-18,M,Mpumalanga,Mbombela,2024-08-07,Product Enrollment,2024-09-13,AC000684,Savings,Closed,,,48177.74,,,,,
CL00603,Wian,Mabaso,wian.mabaso28@outlook.com,0639995633,2007-01-11,M,Eastern Cape,Gqeberha,2024-01-26,Transaction,2024-09-13,AC000795,Personal Loan,,,,,POS,,,POS Purchase,-456.77
CL00604,Zanele,Smith,zanele.smith82@webmail.co.za,,2004-08-06,M,Gauteng,Sandton,2022-09-30,Transaction,2024-09-13,AC000796,Credit Card,,,,,POS,,,POS Purchase,-7890.84
CL00689,Naledi,Kruger,naledi.kruger88@outlook.com,0766134397,1993-02-24,F,Western Cape,Stellenbosch,2024-03-22,CRM Interaction,2024-09-13,,,,,,,Call,Query,Y,,
CL00695,Sipho,Petersen,SIPHO.PETERSEN20@OUTLOOK.COM,0674617959,2000-08-08,M,Mpumalanga,Witbank,2022-03-18,Transaction,2024-09-13,AC000916,Credit Card,,,,,EFT,,,Debit Order,-346.19
CL00740,Nokuthula,Zulu,nokuthula.zulu7@gmail.com,+27684799452,1952-06-22,M,Mpumalanga,Mbombela,2022-08-16,Transaction,2024-09-13,AC000978,Credit Card,,,,,Branch,,,Deposit,3739.17
CL00764,Sam,Van der Merwe,sam.van der merwe65@telkomsa.net,27786840068,1990-04-28,M,North West,Mahikeng,2023-01-05,Transaction,2024-09-13,AC001008,Credit Card,,,,,ATM,,,Withdrawal,-553.21
CL00765,Sam,Van der Merwe,sam.van der merwe87@outlook.com,083-496-9777,1962-04-12,F,Western Cape,Cape Town,2022-08-06,CRM Interaction,2024-09-13,,,,,,,Call,Complaint,Y,,
CL00781,Marike,Nkosi,marike.nkosi11@gmail.com,+27727453578,1972-04-01,F,North West,Rustenburg,2024-02-26,CRM Interaction,2024-09-13,,,,,,,WhatsApp,Query,Y,,
CL00980,Karabo,Van der Merwe,karabo.van der merwe10@gmail.com,0792180827,1953-10-29,F,KwaZulu Natal,Pietermaritzburg,2023-05-01,Transaction,2024-09-13,AC001314,Savings,,,,,ATM,,,Deposit,7172.85
CL01113,Ruan,Sithole,sipho.abrahams78@telkomsa.net,077 989 0570,1998-11-18,U,Western Cape,Cape Town,2022-08-08,Transaction,2024-09-13,AC001487,Personal Loan,,,,,Online Banking,,,EFT Payment,5481.12
CL01123,Farhaan,Pillay,farhaan.pillay22@webmail.co.za,0766537308,1961-10-16,F,Eastern Cape,Gqeberha,2024-06-09,CRM Interaction,2024-09-13,,,,,,,Call,Complaint,Y,,
CL01176,Marike,Zulu, marike.zulu97@outlook.com ,078-819-2211,1976-07-26,F,KwaZulu Natal,Richards Bay,2023-11-25,CRM Interaction,2024-09-13,,,,,,,Branch,Query,,,
CL01255,Thabo,Mahlangu,thabo.mahlangu13@outlook.com,,1951-12-05,M,KwaZulu Natal,Durban,2023-10-20,Transaction,2024-09-13,AC001671,Credit Card,,,,,Online Banking,,,EFT Payment,2626.85
CL01474,Bongani,Pillay,BONGANI.PILLAY97@WEBMAIL.CO.ZA,084-651-3853,2003-01-20,M,Northern Cape,Upington,2023-07-07,Product Enrollment,2024-09-13,AC001963,Credit Card,Active,5000,,1602.34,,,,,
CL00024,Michelle,Ndlovu,michelle.ndlovu48@telkomsa.net,,1954-10-01,U,Western Cape,Cape Town,2022-11-02,Transaction,2024-09-14,AC000027,Savings,,,,,Branch,,,Withdrawal,-3370.24
CL00295,Marike,Pillay,marike.pillay33@gmail.com,0713151093,2005-11-01,M,Western Cape,Paarl,2023-08-19,Transaction,2024-09-14,AC000388,Personal Loan,,,,,ATM,,,Deposit,6060.28
CL00344,Sam,Mokoena,sam.mokoena20@webmail.co.za,+27816677780,2000-02-17,M,Western Cape,Cape Town,2024-08-31,Product Enrollment,2024-09-14,AC000446,Savings,Closed,,,35435.99,,,,,
CL00403,Bongani,Molefe,bongani.molefe13@outlook.com,,1958-04-04,M,Gauteng,Soweto,2024-08-06,CRM Interaction,2024-09-14,,,,,,,WhatsApp,Query,Y,,
CL00489,Sam,Smith,sam.smith67@yahoo.com,0838839914,1997-02-14,F,Northern Cape,Upington,2022-02-08,Transaction,2024-09-14,AC000651,Savings,,,,,POS,,,POS Purchase,-3277.47
CL00510,Nadia,De Villiers, nadia.de villiers20@gmail.com ,0828837188,2006-12-24,M,KwaZulu Natal,Richards Bay,2024-06-20,Transaction,2024-09-14,AC000675,Credit Card,,,,,ATM,,,Deposit,4885.96
CL00518,Michelle,Kruger,michelle.kruger83@yahoo.com,27625877187,1951-08-18,M,Mpumalanga,Mbombela,2024-08-07,Transaction,2024-09-14,AC000684,Savings,,,,,Online Banking,,,EFT Payment,605.69
CL00624,Riaan,Dlamini,riaan.dlamini11@webmail.co.za,0812685367,1968-12-14,M,Limpopo,Tzaneen,2024-03-30,Transaction,2024-09-14,AC000821,Savings,,,,,Online Banking,,,EFT Payment,4486.57
CL00678,Farhaan,Naidoo,farhaan.naidoo62@yahoo.com,0773064864,1998-06-30,M,KwaZulu Natal,Pietermaritzburg,2022-12-01,Transaction,2024-09-14,AC000893,Personal Loan,,,,,ATM,,,Deposit,3540.72
CL00846,Kagiso,Molefe, kagiso.molefe59@outlook.com ,0656054678,1956-02-10,F,Limpopo,Polokwane,2022-10-17,Transaction,2024-09-14,AC001108,Savings,,,,,EFT,,,Fee,-3993.34
CL01004,Werner,Mahlangu,WERNER.MAHLANGU38@OUTLOOK.COM,+27621673270,2004-11-27,M,Limpopo,Tzaneen,2022-02-09,Transaction,2024-09-14,AC001345,Savings,,,,,Mobile App,,,EFT Payment,6025.27
CL01074,Sam,Govender,sam.govender77@webmail.co.za,0621142436,1969-10-27,M,Eastern Cape,East London,2022-12-04,Transaction,2024-09-14,AC001434,Credit Card,,,,,EFT,,,Debit Order,-6520.53
CL01176,Marike,Zulu, marike.zulu97@outlook.com ,078-819-2211,1976-07-26,F,KwaZulu Natal,Richards Bay,2023-11-25,CRM Interaction,2024-09-14,,,,,,,Chat,Query,Y,,
CL01181,Zanele,Khumalo,zanele.khumalo70@outlook.com,076 589 6725,1951-01-16,U,Western Cape,George,2023-04-16,Transaction,2024-09-14,AC001570,Personal Loan,,,,,POS,,,POS Purchase,-1920.9
CL01209,Bongani,Khumalo,BONGANI.KHUMALO42@TELKOMSA.NET,27644967051,1984-12-15,M,Eastern Cape,Mthatha,2022-07-26,Transaction,2024-09-14,AC001604,Personal Loan,,,,,EFT,,,Debit Order,-4730.55
CL01209,Bongani,Khumalo,BONGANI.KHUMALO42@TELKOMSA.NET,27644967051,1984-12-15,M,Eastern Cape,Mthatha,2022-07-26,Transaction,2024-09-14,AC001604,Personal Loan,,,,,EFT,,,Debit Order,-4164.0
CL01302,Chane,Mabaso, chane.mabaso56@telkomsa.net ,0682453304,1965-11-27,F,Western Cape,Stellenbosch,2024-08-04,Product Enrollment,2024-09-14,AC001729,Savings,Active,,,9185.88,,,,,
CL01333,Naledi,Smith,naledi.smith17@gmail.com,,1959-10-09,F,KwaZulu Natal,Durban,2024-06-17,Transaction,2024-09-14,AC001770,Personal Loan,,,,,EFT,,,Debit Order,-3719.55
CL00021,Thabo,Mabaso,thabo.mabaso45@gmail.com,0776075395,1996-03-26,F,Gauteng,Johannesburg,2023-06-28,Transaction,2024-09-15,AC000022,Personal Loan,,,,,Mobile App,,,EFT Payment,6158.74
CL00044,Marike,Petersen,MARIKE.PETERSEN83@WEBMAIL.CO.ZA,+27737076506,1995-10-17,F,Western Cape,George,2024-01-29,CRM Interaction,2024-09-15,,,,,,,Chat,Query,Y,,
CL00243,Sam,Dlamini,sam.dlamini48@gmail.com,0752647814,1969-04-24,F,Mpumalanga,Witbank,2024-08-31,CRM Interaction,2024-09-15,,,,,,,Call,Product Application,Y,,
CL00250,Thabo,Zulu,thabo.zulu36@webmail.co.za,080 601 2883,1974-10-11,M,Limpopo,Tzaneen,2024-09-13,Product Enrollment,2024-09-15,AC000328,Savings,Closed,,,23167.43,,,,,
CL00294,Vusi,Ndlovu,VUSI.NDLOVU83@TELKOMSA.NET,27684260252,1966-11-05,M,Gauteng,Sandton,2023-12-06,Transaction,2024-09-15,AC000386,Savings,,,,,Branch,,,Withdrawal,-4273.25
CL00302,Lerato,Kruger,lerato.kruger34@telkomsa.net,071 230 5896,1994-10-10,M,Limpopo,Polokwane,2023-07-15,Transaction,2024-09-15,AC000394,Credit Card,,,,,POS,,,POS Purchase,-3116.99
CL00482,Nokuthula,Molefe,nokuthula.molefe51@webmail.co.za,27715772070,1990-09-11,M,Northern Cape,Upington,2022-11-17,Transaction,2024-09-15,AC000641,Credit Card,,,,,POS,,,POS Purchase,-7028.63
CL00510,Nadia,De Villiers, nadia.de villiers20@gmail.com ,0828837188,2006-12-24,M,KwaZulu Natal,Richards Bay,2024-06-20,Transaction,2024-09-15,AC000675,Credit Card,,,,,EFT,,,Debit Order,-6624.65
CL00530,Bongani,Naidoo,bongani.naidoo64@webmail.co.za,0715375632,1992-02-26,F,KwaZulu Natal,Richards Bay,2024-05-01,Transaction,2024-09-15,AC000700,Savings,,,,,POS,,,POS Purchase,-7985.31
CL00573,Naledi,Govender,naledi.govender44@yahoo.com,0796555698,1965-12-22,M,Limpopo,Polokwane,2023-02-17,Product Enrollment,2024-09-15,AC000757,Credit Card,Closed,5000,,810.76,,,,,
CL00650,Farhaan,Steyn, farhaan.steyn12@yahoo.com ,0751179426,1956-02-01,M,Mpumalanga,Witbank,2022-06-07,Transaction,2024-09-15,AC000855,Credit Card,,,,,POS,,,POS Purchase,-3476.63
CL00894,Nadia,Govender,nadia.govender57@yahoo.com,077 990 9162,2000-11-29,F,KwaZulu Natal,Durban,2023-02-14,Transaction,2024-09-15,AC001176,Savings,,,,,Online Banking,,,EFT Payment,4870.41
CL00907,Tumi,Khumalo,tumi.khumalo85@webmail.co.za,0653929930,1953-06-27,M,North West,Rustenburg,2023-03-06,CRM Interaction,2024-09-15,,,,,,,Chat,Complaint,Y,,
CL00948,David,Botha, david.botha63@yahoo.com ,,1978-05-09,F,Northern Cape,Kimberley,2022-10-17,CRM Interaction,2024-09-15,,,,,,,Chat,Complaint,Y,,
CL00972,Tumi,Pillay,tumi.pillay71@outlook.com,067-290-1872,1995-10-03,M,Mpumalanga,Mbombela,2024-04-19,CRM Interaction,2024-09-15,,,,,,,Branch,Complaint,Y,,
CL01164,Karabo,Petersen, karabo.petersen22@outlook.com ,076 828 5474,2004-03-01,M,Free State,Welkom,2022-03-02,Transaction,2024-09-15,AC001547,Savings,,,,,Branch,,,Withdrawal,-2458.6
CL01173,Tumi,Sithole,tumi.sithole31@outlook.com,0759962083,1956-06-24,F,Free State,Bloemfontein,2023-08-07,Transaction,2024-09-15,AC001556,Personal Loan,,,,,ATM,,,Withdrawal,-4239.79
CL01416,Lindiwe,Kruger,lindiwe.kruger93@yahoo.com,0648316857,1983-10-28,M,Mpumalanga,Witbank,2022-09-01,Transaction,2024-09-15,AC001880,Personal Loan,,,,,Branch,,,Withdrawal,-6195.71
CL01427,Johan,Kruger,johan.kruger53@gmail.com,0788029640,1954-09-25,M,Free State,Bloemfontein,2024-08-14,Product Enrollment,2024-09-15,AC001896,Personal Loan,Closed,,50000,23524.02,,,,,
CL00024,Michelle,Ndlovu,michelle.ndlovu48@telkomsa.net,,1954-10-01,U,Western Cape,Cape Town,2022-11-02,Transaction,2024-09-16,AC000025,Personal Loan,,,,,EFT,,,Debit Order,-1446.25
CL00224,Naledi,De Villiers,naledi.de villiers85@yahoo.com,0614681115,2000-05-23,,Northern Cape,Upington,2022-11-23,Transaction,2024-09-16,AC000293,Credit Card,,,,,POS,,,Refund,5363.32
CL00274,David,Botha,DAVID.BOTHA48@GMAIL.COM,0827865417,1948-03-12,F,Gauteng,Pretoria,2023-08-21,Product Enrollment,2024-09-16,AC000359,Savings,Active,,,20463.46,,,,,
CL00284,Ashwin,Ndlovu,,+27641670091,1962-06-09,M,Free State,Bloemfontein,2023-06-07,Transaction,2024-09-16,AC000376,Personal Loan,,,,,POS,,,POS Purchase,-2403.68
CL00358,Farhaan,Dlamini,farhaan.dlamini30@telkomsa.net,27616113416,1986-12-18,F,Limpopo,Tzaneen,2022-09-04,CRM Interaction,2024-09-16,,,,,,,WhatsApp,Query,Y,,
CL00453,Zanele,Smith,zanele.smith37@outlook.com,0775785643,1981-05-13,,Eastern Cape,East London,2022-04-07,Transaction,2024-09-16,AC000606,Savings,,,,,POS,,,POS Purchase,-6718.79
CL00476,Bongani,Nkosi,bongani.nkosi51@outlook.com,065 208 5660,1983-07-24,F,North West,Rustenburg,2022-06-24,Transaction,2024-09-16,AC000631,Personal Loan,,,,,Online Banking,,,EFT Payment,686.39
CL00615,Sipho,Abrahams,sipho.abrahams78@telkomsa.net,,2002-04-25,F,KwaZulu Natal,Pietermaritzburg,2022-10-29,Transaction,2024-09-16,AC000811,Savings,,,,,POS,,,Refund,1633.39
CL00717,Sipho,Khumalo,sipho.khumalo69@yahoo.com,+27681868201,1964-09-26,F,North West,Mahikeng,2023-03-31,Transaction,2024-09-16,AC000949,Savings,,,,,Mobile App,,,EFT Payment,1990.85
CL00894,Nadia,Govender,nadia.govender57@yahoo.com,077 990 9162,2000-11-29,F,KwaZulu Natal,Durban,2023-02-14,Transaction,2024-09-16,AC001174,Credit Card,,,,,POS,,,POS Purchase,-2093.46
CL00922,Nomvula,Van der Merwe,nomvula.van der merwe75@yahoo.com,0701180674,1960-08-06,M,Eastern Cape,East London,2022-09-10,Transaction,2024-09-16,AC001215,Savings,,,,,ATM,,,Deposit,5232.19
CL00970,Ilse,Kruger,ilse.kruger7@webmail.co.za,0663526697,1953-11-11,F,Western Cape,Cape Town,2022-01-18,CRM Interaction,2024-09-16,,,,,,,Chat,Query,Y,,
CL01109,Wian,Sithole, WIAN.SITHOLE36@OUTLOOK.COM ,+27611999793,2007-09-26,M,Limpopo,Polokwane,2023-05-13,Transaction,2024-09-16,AC001481,Personal Loan,,,,,POS,,,POS Purchase,-903.16
CL01113,Ruan,Sithole,sipho.abrahams78@telkomsa.net,077 989 0570,1998-11-18,U,Western Cape,Cape Town,2022-08-08,Transaction,2024-09-16,AC001487,Personal Loan,,,,,Branch,,,Withdrawal,-6896.2
CL01184,Ayesha,Kruger,ayesha.kruger80@telkomsa.net,064 317 2440,2002-10-06,M,North West,Mahikeng,2024-02-27,Transaction,2024-09-16,AC001574,Personal Loan,,,,,Branch,,,Deposit,5168.32
CL01277,Andile,Mokoena,andile.mokoena92@outlook.com,+27628130059,1951-03-17,M,Free State,Bloemfontein,2022-08-01,Transaction,2024-09-16,AC001704,Personal Loan,,,,,Branch,,,Withdrawal,-3364.67
CL01334,Werner,Van der Merwe,werner.van der merwe88@gmail.com,0748665812,1952-03-21,F,Mpumalanga,Witbank,2024-03-21,Transaction,2024-09-16,AC001772,Personal Loan,,,,,POS,,,POS Purchase,-3976.02
CL01388,Farhaan,Van der Merwe,farhaan.van der merwe24@yahoo.com,064 156 1792,1997-05-29,F,Eastern Cape,Mthatha,2023-02-24,Transaction,2024-09-16,AC001839,Personal Loan,,,,,Mobile App,,,EFT Payment,4605.19
CL01487,Nokuthula,Khumalo,nokuthula.khumalo91@webmail.co.za,0633804879,1950-03-28,M,KwaZulu Natal,Durban,2023-06-04,Transaction,2024-09-16,AC001982,Personal Loan,,,,,EFT,,,Fee,-4711.4
CL00221,Sam,De Villiers,sam.de villiers36@webmail.co.za,27795123584,1986-04-11,F,Western Cape,Paarl,2023-03-16,Transaction,2024-09-17,AC000288,Savings,,,,,ATM,,,Withdrawal,-2906.44
CL00364,Andile,Abrahams,andile.abrahams69@yahoo.com,0753371416,1988-05-17,M,Gauteng,Sandton,2023-11-11,CRM Interaction,2024-09-17,,,,,,,Chat,Query,Y,,
CL00573,Naledi,Govender,naledi.govender44@yahoo.com,0796555698,1965-12-22,M,Limpopo,Polokwane,2023-02-17,Transaction,2024-09-17,AC000757,Credit Card,,,,,Online Banking,,,Refund,3945.04
CL00592,Michelle,Abrahams, michelle.abrahams65@outlook.com ,0627698083,2002-02-28,M,North West,Rustenburg,2023-09-28,Transaction,2024-09-17,AC000781,Personal Loan,,,,,Online Banking,,,EFT Payment,1392.17
CL00699,Mpho,De Villiers,mpho.de villiers63@gmail.com,+27793163996,2006-05-04,U,Free State,Welkom,2022-09-11,Transaction,2024-09-17,AC000921,Savings,,,,,POS,,,POS Purchase,-353.27
CL00774,Johan,Dlamini, johan.dlamini30@gmail.com ,066-996-2151,2006-05-06,F,North West,Rustenburg,2024-09-05,CRM Interaction,2024-09-17,,,,,,,Chat,Complaint,Y,,
CL00895,Priya,Abrahams,priya.abrahams47@outlook.com,0678731003,1954-02-06,M,Western Cape,Stellenbosch,2023-10-05,Transaction,2024-09-17,AC001178,Credit Card,,,,,Branch,,,Withdrawal,-5069.66
CL00965,Lerato,Mabaso,lerato.mabaso52@outlook.com,+27728776527,1984-02-01,F,Mpumalanga,Mbombela,2023-12-24,CRM Interaction,2024-09-17,,,,,,,Chat,Query,Y,,
CL01020,Ilse,Molefe,ilse.molefe14@yahoo.com,084-415-9672,1999-10-07,F,Mpumalanga,Mbombela,2024-04-15,Transaction,2024-09-17,AC001368,Credit Card,,,,,POS,,,POS Purchase,-780.46
CL01024,Nomvula,Nkosi,nomvula.nkosi76@telkomsa.net,060 737 4793,1982-06-05,M,Free State,Welkom,2022-07-20,Transaction,2024-09-17,AC001373,Credit Card,,,,,POS,,,POS Purchase,-2149.48
CL01049,David,Naidoo,david.naidoo95@outlook.com,,1955-05-10,F,Eastern Cape,Gqeberha,2024-06-28,Transaction,2024-09-17,AC001411,Credit Card,,,,,ATM,,,Withdrawal,-4002.11
CL01112,Nokuthula,Sithole,nokuthula.sithole93@webmail.co.za,0819665105,1993-09-22,M,Eastern Cape,Mthatha,2022-10-24,Transaction,2024-09-17,AC001485,Credit Card,,,,,ATM,,,Withdrawal,-6298.18
CL01216,Precious,Nkosi, PRECIOUS.NKOSI74@WEBMAIL.CO.ZA ,065-452-4077,1969-03-13,U,Free State,Welkom,2022-06-17,Transaction,2024-09-17,AC001612,Personal Loan,,,,,POS,,,POS Purchase,-747.17
CL01229,Ayesha,Fourie,ayesha.fourie33@outlook.com,074-828-4413,1981-05-15,F,North West,Mahikeng,2022-12-20,Transaction,2024-09-17,AC001623,Personal Loan,,,,,POS,,,POS Purchase,-6414.93
CL01333,Naledi,Smith,naledi.smith17@gmail.com,,1959-10-09,F,KwaZulu Natal,Durban,2024-06-17,Transaction,2024-09-17,AC001770,Personal Loan,,,,,Mobile App,,,EFT Payment,3819.06
CL01347,Werner,Van der Merwe,werner.van der merwe48@telkomsa.net,+27635018631,1983-10-21,M,Limpopo,Polokwane,2023-10-24,CRM Interaction,2024-09-17,,,,,,,Chat,Product Application,Y,,
CL01347,Werner,Van der Merwe,werner.van der merwe48@telkomsa.net,+27635018631,1983-10-21,M,Limpopo,Polokwane,2023-10-24,Transaction,2024-09-17,AC001790,Savings,,,,,EFT,,,Deposit,961.51
CL01416,Lindiwe,Kruger,lindiwe.kruger93@yahoo.com,0648316857,1983-10-28,M,Mpumalanga,Witbank,2022-09-01,Transaction,2024-09-17,AC001879,Credit Card,,,,,EFT,,,Debit Order,-2601.18
CL00111,Ilse,Ndlovu,ilse.ndlovu48@webmail.co.za,,1983-01-11,M,Northern Cape,Kimberley,2022-03-31,Transaction,2024-09-18,AC000143,Savings,,,,,EFT,,,Debit Order,-6809.95
CL00172,Farhaan,Smith,FARHAAN.SMITH14@GMAIL.COM,+27682715158,2004-11-13,F,KwaZulu Natal,Pietermaritzburg,2024-03-08,CRM Interaction,2024-09-18,,,,,,,WhatsApp,Complaint,Y,,
CL00191,Marike,Smith,marike.smith57@telkomsa.net,080 515 2891,1996-08-17,M,Northern Cape,Upington,2022-03-27,Transaction,2024-09-18,AC000251,Personal Loan,,,,,Online Banking,,,EFT Payment,5407.84
CL00380,Ruan,Steyn, ruan.steyn1@telkomsa.net ,+27751096478,2004-03-14,F,North West,Mahikeng,2022-09-27,Transaction,2024-09-18,AC000497,Credit Card,,,,,EFT,,,Deposit,3801.64
CL00447,Naledi,Zulu,naledi.zulu47@webmail.co.za,,1957-12-15,F,Limpopo,Polokwane,2024-08-11,CRM Interaction,2024-09-18,,,,,,,Email,Query,Y,,
CL00567,Mpho,Mokoena,mpho.mokoena67@yahoo.com,27842605088,1969-05-20,U,Gauteng,Soweto,2022-04-22,Transaction,2024-09-18,AC000753,Credit Card,,,,,ATM,,,Deposit,5879.06
